Name,Friendly Name,Device Type,Company Name,Company Friendly Name,Site Name,Site Friendly Name,OS,OS Architecture,OS Language,IP Address,External IP Address,System Domain Role,Device Serial Number,Installed Date,System Model,Processor,Processor Type,Number Of Processors,Number of Cores,RAM (GB),Disk Manufacturer/Model,Disk Interface Type,Disk Volume (GB),Partitions,BIOS Version,BIOS Manufacturer,BIOS Serial No,Bios Product,Base Board Manufacturer,Device Time Zone,Last Check Date
BDR-LT-AA14002,BDR-LT-AA14002,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),169.254.45.205,195.224.83.226,Member Workstation,GH8BHS3,10/14/2024 12:09 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe PC SN740 NVMe WD 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,GH8BHS3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/20/2025 11:05 pm
DESKTOP-N4OVQNF,DESKTOP-N4OVQNF,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),172.20.0.205,217.130.149.59,Standalone Workstation,PF2EBP8L,05/30/2025 11:21 am,20RA001BUK,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,Central Processor,1,4,16.00,(Standard disk drives) / KBG40ZNT512G TOSHIBA MEMORY,SCSI,476.94,3,R16ET43W (1.29 ),LENOVO,PF2EBP8L,BIOS Date: 12/09/2024 Ver: R16ET43W (1.29 ),LENOVO,(UTC +0200) CEST,06/08/2025 09:25 am
BDR-LT-2165,BDR-LT-2165,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United Kingdom),192.168.1.241,109.156.201.81,Standalone Workstation,PF1YRQK3,01/08/2025 01:03 pm,20L6S4VC0J,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz,Central Processor,1,4,32.00,(Standard disk drives) / SAMSUNG MZVLB512HAJQ-000L7,SCSI,476.94,4,N24ET79W (1.54 ),LENOVO,PF1YRQK3,BIOS Date: 03/17/2025 Ver: N24ET79W (1.54 ),LENOVO,(UTC +0100) BST,07/18/2025 09:15 am
BDR-LT-15700,BDR-LT-15700,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),194.0.10.64,195.224.78.142,Standalone Workstation,0F397MM24283FB,03/21/2025 01:02 pm,Surface Laptop 5,12th Gen Intel(R) Core(TM) i7-1265U,Central Processor,1,10,16.00,(Standard disk drives) / MZ9L4512HBLU-00BMV-SAMSUNG,SCSI,476.94,3,21.106.143,Microsoft Corporation,0F397MM24283FB,BIOS Date: 03/13/2025 Ver: 21.106.143,Microsoft Corporation,(UTC +0100) BST,07/21/2025 09:16 am
BDR-LT-AA14131,BDR-LT-AA14131,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United Kingdom),192.168.2.10,176.35.158.206,Member Workstation,FDTMML3,10/14/2024 12:42 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / SDXC Card,-,250.00,0,1.38.0,Dell Inc.,FDTMML3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/18/2025 09:14 am
BDR-LT-13856,BDR-LT-13856,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.0.4,90.203.157.12,Member Workstation,CNVTGL3,01/14/2025 01:19 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / BC711 NVMe SK hynix 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,CNVTGL3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:16 am
DT-1286,DT-1286,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 22H2,64-bit,English (United States),192.168.51.169,195.224.83.226,Member Workstation,BG18YW2,10/14/2024 12:09 pm,OptiPlex 3060,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,Central Processor,1,6,8.00,(Standard disk drives) / Micron 1100 SATA 256GB,SCSI,238.47,3,1.2.22,Dell Inc.,BG18YW2,BIOS Date: 11/01/2018 Ver: 1.2.22,Dell Inc.,(UTC +0000) GMT,02/11/2025 06:21 am
DGCOMEC-LT01,DGCOMEC-LT01,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.1.190,145.40.153.32,Member Workstation,BS0KNH2,01/08/2025 09:40 am,Latitude 5480,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,Central Processor,1,2,8.00,(Standard disk drives) / SK hynix SC308 SATA 256GB,-,238.47,0,1.39.0,Dell Inc.,BS0KNH2,BIOS Date: 11/06/2024 Ver: 1.39.0,Dell Inc.,(UTC +0100) BST,05/02/2025 04:00 pm
BDR-LT-8381,BDR-LT-8381,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 23H2,64-bit,English (United States),192.168.56.22,195.224.78.142,Member Workstation,JPLTGG3,02/05/2025 01:18 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz,Central Processor,1,2,8.00,(Standard disk drives) / NVMe BC711 NVMe SK hynix 256GB,SCSI,238.47,3,1.38.0,Dell Inc.,JPLTGG3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,06/17/2025 08:41 am
DESKTOP-GPPOKFF,DESKTOP-GPPOKFF,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.1.157,90.241.79.168,Standalone Workstation,5CG12660NZ,01/07/2025 12:00 pm,HP EliteBook 830 G8 Notebook PC,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,32.00,(Standard disk drives) / SK hynix BC711 HFM256GD3JX013N,SCSI,238.47,3,T76 Ver. 01.21.00,HP,5CG12660NZ,BIOS Date: 04/09/2025 Ver: T76 Ver. 01.21.00,HP,(UTC +0100) BST,07/21/2025 08:22 am
RDS-ACCOUNTS,RDS-ACCOUNTS,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2016 Standard 10.0.14393,64-bit,English (United Kingdom),10.1.1.118,80.79.134.68,Member Server,VMware-42 18 8e f8 cd 9a c8 46-8c 1d e8 c3 ad da fa 04,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,1,16,48.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,750.00,2,6.00,Phoenix Technologies LTD,VMware-42 18 8e f8 cd 9a c8 46-8c 1d e8 c3 ad da fa 04,BIOS Date: 11/12/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 11:56 am
BDR-LT-15263,BDR-LT-15263,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),10.0.0.52,62.232.243.194,Standalone Workstation,0F33J8Y24523GT,03/03/2025 10:25 am,Surface Laptop 6 for Business,Intel(R) Core(TM) Ultra 7 165H,Central Processor,1,16,16.00,(Standard disk drives) / SDDPTQD-256G-1124-WD,SCSI,238.47,3,19.104.143,Microsoft Corporation,0F33J8Y24523GT,BIOS Date: 10/19/2024 Ver: 19.104.143,Microsoft Corporation,(UTC +0100) BST,07/21/2025 08:42 am
BDR-LT-AA13079,BDR-LT-AA13079,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United Kingdom),192.168.51.161,195.224.83.226,Member Workstation,DL2WRL3,10/14/2024 12:09 pm,Latitude 3420,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / KBG50ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,DL2WRL3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/20/2025 02:51 pm
PF3JQPXS,PF3JQPXS,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.0.21,82.42.76.33,Standalone Workstation,PF3JQPXS,10/14/2024 12:09 pm,20VX00CVUK,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Central Processor,1,4,16.00,(Standard disk drives) / KXG6AZNV512G TOSHIBA,SCSI,476.94,3,N34ET66W (1.66 ),LENOVO,PF3JQPXS,BIOS Date: 04/02/2025 Ver: N34ET66W (1.66 ),LENOVO,(UTC +0100) BST,07/21/2025 09:07 am
BDR-SR-AADSYNC,BDR-SR-AADSYNC,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2022 Standard 21H2,64-bit,English (United States),10.1.1.17,80.79.134.68,Member Server,VMware-42 18 be f6 88 29 b8 91-76 c4 0c 39 17 a6 82 d4,10/14/2024 12:09 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,1,2,4.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,100.00,3,VMW71.00V.16460286.B64.2006250725,"VMware, Inc.",VMware-42 18 be f6 88 29 b8 91-76 c4 0c 39 17 a6 82 d4,BIOS Date: 06/25/2020 Ver: VMW71.00V.16460286.B64.2006250725,Intel Corporation,(UTC +0100) BST,07/20/2025 10:40 pm
BDR-DT-2282,BDR-DT-2282,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 21H1,64-bit,English (United States),192.168.51.134,195.224.83.226,Member Workstation,1RV51D3,10/14/2024 12:09 pm,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Central Processor,1,6,8.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,2.2.1,Dell Inc.,1RV51D3,BIOS Date: 08/20/2021 Ver: 2.2.1,Dell Inc.,(UTC +0000) GMT,10/30/2024 03:55 pm
PF3K3Y5J-JW,PF3K3Y5J-JW,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),194.0.20.23,62.232.243.194,Standalone Workstation,PF3K3Y5J,01/07/2025 12:26 pm,20VX00CVUK,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Central Processor,1,4,16.00,(Standard disk drives) / KXG6AZNV512G TOSHIBA,SCSI,476.94,4,N34ET66W (1.66 ),LENOVO,PF3K3Y5J,BIOS Date: 04/02/2025 Ver: N34ET66W (1.66 ),LENOVO,(UTC +0100) BST,07/15/2025 02:13 pm
ad01,ad01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2016 Standard 10.0.14393,64-bit,English (United Kingdom),10.1.1.104,80.79.134.68,Primary Domain Controller,VMware-56 4d d3 c5 7d 23 5d c5-28 ee 8f 15 32 39 35 78,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,1,4,12.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,120.00,2,6.00,Phoenix Technologies LTD,VMware-56 4d d3 c5 7d 23 5d c5-28 ee 8f 15 32 39 35 78,BIOS Date: 11/12/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/21/2025 02:49 am
2019-Act,2019-Act,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),194.0.10.48,62.232.211.2,Member Server,VMware-56 4d c2 55 b9 68 1e 9a-0d fd 4e 09 5f b2 05 b9,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,Central Processor,2,1,16.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,100.00,2,-,-,-,-,-,(UTC +0000) GMT,-
MP27C3T8,MP27C3T8,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),10.10.10.42,195.224.83.226,Member Workstation,MP27C3T8,10/14/2024 12:10 pm,20VE,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe SKHynix_HFM256GD3HX015N,SCSI,238.47,3,F8CN47WW(V2.10),LENOVO,MP27C3T8,BIOS Date: 03/27/2022 Ver: F8CN47WW(V2.10),LENOVO,(UTC +0100) BST,07/18/2025 01:31 pm
BDR-LT-AA15152,BDR-LT-AA15152,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.0.41,90.215.118.174,Member Workstation,0F3F4YY24143FB,10/14/2024 12:10 pm,Surface Laptop 5,12th Gen Intel(R) Core(TM) i7-1265U,Central Processor,1,10,16.00,(Standard disk drives) / KBG50ZNS512G-KIOXIA,SCSI,476.94,3,21.106.143,Microsoft Corporation,0F3F4YY24143FB,BIOS Date: 03/13/2025 Ver: 21.106.143,Microsoft Corporation,(UTC +0100) BST,07/20/2025 08:57 pm
BDR-CtxController01,BDR-CtxController01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2012 R2 Standard 6.3.9600,64-bit,English (United Kingdom),10.1.1.106,80.79.134.68,Member Server,VMware-42 04 a7 67 99 37 97 26-0c 48 70 b2 0a ac 45 51,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,Central Processor,2,4,8.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,200.00,2,6.00,Phoenix Technologies LTD,VMware-42 04 a7 67 99 37 97 26-0c 48 70 b2 0a ac 45 51,BIOS Date: 09/19/2018 Ver: 6.00,Intel Corporation,(UTC +0000) GMT,03/03/2025 11:15 am
BDR-LT-AA13028,BDR-LT-AA13028,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.119,195.224.83.226,Standalone Workstation,GRTMML3,05/19/2025 02:40 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.39.0,Dell Inc.,GRTMML3,BIOS Date: 12/11/2024 Ver: 1.39.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:14 am
duo01,duo01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.116,80.79.134.68,Member Server,VMware-42 18 c9 df f1 cd 17 30-a5 24 70 47 b7 f5 bc 63,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,Central Processor,4,1,8.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,800.00,2,6.00,Phoenix Technologies LTD,VMware-42 18 c9 df f1 cd 17 30-a5 24 70 47 b7 f5 bc 63,BIOS Date: 11/12/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 10:22 am
BDR-LT-AA14100,SDL-LT-5755,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.1.153,31.104.159.169,Standalone Workstation,8FXQFX3,03/25/2025 03:43 pm,Latitude 3540,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,8.00,(Standard disk drives) / PC SN740 NVMe WD 256GB,SCSI,238.47,3,1.22.0,Dell Inc.,8FXQFX3,BIOS Date: 03/25/2025 Ver: 1.22.0,Dell Inc.,(UTC +0100) BST,07/18/2025 06:04 pm
BDR-AA11312,BDR-AA11312,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),192.168.5.43,109.158.23.165,Standalone Workstation,FYC1NF3,01/08/2025 09:40 am,Precision 3650 Tower,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,Central Processor,1,8,64.00,(Standard disk drives) / CT500P2SSD8,SCSI,465.76,5,1.40.0,Dell Inc.,FYC1NF3,BIOS Date: 04/23/2025 Ver: 1.40.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:09 am
AA15413,AA15413,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),10.10.2.55,41.132.67.243,Standalone Workstation,C35NFX3,01/14/2025 09:28 am,Vostro 16 5630,13th Gen Intel(R) Core(TM) i5-1340P,Central Processor,1,12,8.00,(Standard disk drives) / NVMe OM3PGP4-AD NVMe KDI 256GB,SCSI,238.47,5,1.21.0,Dell Inc.,C35NFX3,BIOS Date: 03/26/2025 Ver: 1.21.0,Dell Inc.,(UTC +0200) SAST,07/14/2025 12:08 pm
PF3K2HPV,PF3K2HPV,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),194.0.20.14,62.232.243.194,Standalone Workstation,PF3K2HPV,01/07/2025 01:21 pm,20VX00CVUK,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Central Processor,1,4,16.00,(Standard disk drives) / KXG6AZNV512G TOSHIBA,SCSI,476.94,3,N34ET64W (1.64 ),LENOVO,PF3K2HPV,BIOS Date: 10/30/2024 Ver: N34ET64W (1.64 ),LENOVO,(UTC +0000) GMT,03/18/2025 09:54 am
MP27XZ99-GD,MP27XZ99-GD,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),194.0.20.22,62.232.243.194,Standalone Workstation,MP27XZ99,01/09/2025 02:48 pm,20VE,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe SAMSUNG MZALQ256HBJD-00BL2,SCSI,238.47,3,F8CN47WW(V2.10),LENOVO,MP27XZ99,BIOS Date: 03/27/2022 Ver: F8CN47WW(V2.10),LENOVO,(UTC +0100) BST,04/29/2025 09:07 am
BDR-LT-AA12637,BDR-LT-AA12637,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Pro 24H2,64-bit,English (United Kingdom),192.168.51.158,195.224.83.226,Standalone Workstation,DNCWQG3,12/06/2024 03:57 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,16.00,(Standard disk drives) / NVMe KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,DNCWQG3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/07/2025 03:42 pm
BDR-LT-AA208058,BDR-LT-AA11400,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),192.168.56.21,62.232.243.194,Standalone Workstation,7QQHFL3,05/29/2025 08:42 am,Latitude 3520,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Central Processor,1,4,24.00,(Standard disk drives) / NVMe PC SN530 NVMe WDC 256GB,SCSI,238.47,5,1.40.0,Dell Inc.,7QQHFL3,BIOS Date: 03/04/2025 Ver: 1.40.0,Dell Inc.,(UTC +0100) BST,07/11/2025 08:14 am
BDR-1285,DT-1285,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Business 24H2,64-bit,English (United Kingdom),192.168.51.68,195.224.83.226,Standalone Workstation,3H18YW2,05/07/2025 11:25 am,OptiPlex 3060,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,Central Processor,1,6,8.00,(Standard disk drives) / NVMe INTEL SSDPEKKF25,SCSI,238.47,4,1.32.0,Dell Inc.,3H18YW2,BIOS Date: 09/03/2024 Ver: 1.32.0,Dell Inc.,(UTC +0100) BST,07/21/2025 08:01 am
YTS-Jumpbox,YTS-Jumpbox,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Enterprise 22H2,64-bit,English (United States),194.0.10.112,62.232.211.2,Standalone Workstation,VMware-56 4d 1f b3 ef 4b 8a 12-6b 05 90 b7 05 e3 9a 95,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,Central Processor,2,1,8.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,60.00,3,6.00,Phoenix Technologies LTD,VMware-56 4d 1f b3 ef 4b 8a 12-6b 05 90 b7 05 e3 9a 95,BIOS Date: 11/12/2020 Ver: 6.00,Intel Corporation,(UTC +0000) GMT,12/23/2024 03:44 pm
BDR-STR-LT-0492,BDR-STR-LT-0492,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.1.27,195.38.93.148,Member Workstation,5L2HQV2,10/14/2024 12:09 pm,Latitude 5490,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,Central Processor,1,4,12.00,(Standard disk drives) / CT250BX100SSD1,SCSI,232.89,4,1.41.0,Dell Inc.,5L2HQV2,BIOS Date: 04/09/2025 Ver: 1.41.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:15 am
DESKTOP-6AC25VE,Jo Mcilheron,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.56.74,195.224.78.142,Member Workstation,5430TL3,10/14/2024 12:09 pm,Latitude 3520,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Central Processor,1,4,8.00,(Standard disk drives) / NVMe PC SN740 NVMe WD 256GB,SCSI,238.47,4,1.38.0,Dell Inc.,5430TL3,BIOS Date: 09/06/2024 Ver: 1.38.0,Dell Inc.,(UTC +0100) BST,07/17/2025 03:22 pm
DESKTOP-V6JQD2P,DESKTOP-V6JQD2P,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),192.168.0.102,197.185.151.212,Standalone Workstation,3H2VQM3,04/29/2025 07:27 pm,Inspiron 15 3511,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Central Processor,1,4,8.00,(Standard disk drives) / 670p SSDPEKNU512GZ NVMe INTEL 512GB,SCSI,476.94,4,1.36.0,Dell Inc.,3H2VQM3,BIOS Date: 03/05/2025 Ver: 1.36.0,Dell Inc.,(UTC +0200) SAST,06/02/2025 08:15 am
BDRCPT-JVBQDX3,Simunye-Laptop,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United States),192.168.1.193,105.233.154.96,Standalone Workstation,JVBQDX3,01/08/2025 11:40 am,Latitude 3440,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,8.00,(Standard disk drives) / BC901 NVMe SK hynix 256GB,SCSI,238.47,4,1.22.0,Dell Inc.,JVBQDX3,BIOS Date: 03/25/2025 Ver: 1.22.0,Dell Inc.,(UTC +0200) SAST,07/21/2025 08:46 am
veeamgateway01,veeamgateway01,Server,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.2.20.130,109.74.241.36,Standalone Server,VMware-42 18 23 d1 d2 17 0e dc-7d be 05 d8 2b 41 bb ee,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,Central Processor,2,1,9.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,40.00,2,6.00,Phoenix Technologies LTD,VMware-42 18 23 d1 d2 17 0e dc-7d be 05 d8 2b 41 bb ee,BIOS Date: 11/12/2020 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/21/2025 08:38 am
BDR-LT-8006,BDR-LT-8006,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.0.24,90.192.61.104,Member Workstation,J2B9VZ1,01/10/2025 10:22 am,Latitude E7440,Intel(R) Core(TM) i5-4200U CPU @ 1.60GHz,Central Processor,1,2,8.00,(Standard disk drives) / KINGSTON SA400S37240G,-,223.57,0,A28,Dell Inc.,J2B9VZ1,BIOS Date: 06/13/2019 Ver: A28,Dell Inc.,(UTC +0100) BST,04/08/2025 09:26 pm
AA14223,AA14223,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),"192.168.0.157, 172.16.8.251",82.28.187.171,Standalone Workstation,DT79JS3,12/01/2024 06:33 pm,Latitude 3440,13th Gen Intel(R) Core(TM) i5-1335U,Central Processor,1,10,32.00,(Standard disk drives) / JMicron Generic SCSI Disk Device,SCSI,476.94,3,1.22.0,Dell Inc.,DT79JS3,BIOS Date: 03/25/2025 Ver: 1.22.0,Dell Inc.,(UTC +0100) BST,07/21/2025 04:06 am
BDR-LT-1394,BDR-LT-1394,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.56.52,195.224.78.142,Member Workstation,GHTNGW2,10/14/2024 12:09 pm,Latitude 3400,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,Central Processor,1,4,16.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,3,1.36.0,Dell Inc.,GHTNGW2,BIOS Date: 12/18/2024 Ver: 1.36.0,Dell Inc.,(UTC +0100) BST,07/21/2025 04:04 am
BDR-LT-2111,BDR-LT-2111,Desktop,BDR Group,BDR Group,BDR - Stratford,BDR - Stratford,Windows 10 Pro 22H2,64-bit,English (United States),"192.168.51.174, 192.168.51.151",195.224.83.226,Member Workstation,1P6M563,10/14/2024 12:09 pm,Latitude 3410,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,Central Processor,1,4,16.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,4,1.31.0,Dell Inc.,1P6M563,BIOS Date: 09/09/2024 Ver: 1.31.0,Dell Inc.,(UTC +0100) BST,07/21/2025 09:11 am
